,CHE 201,MTH 201,MEE 203,MEE 205,CSC 201,EEE 203,EEE 291,MSE 201,gpa
1211,60,31,57,29,72,29,68,66,2.227272727272727
1212,58,28,38,48,38,54,62,85,1.9545454545454546
1213,25,44,45,24,35,54,80,29,1.0
1214,51,62,80,68,74,29,61,49,3.272727272727273
1215,88,22,86,81,80,58,46,68,3.5454545454545454
1216,50,78,70,89,22,73,59,24,3.272727272727273
1217,77,20,35,70,87,37,36,38,2.0454545454545454
1218,80,32,67,46,54,40,39,50,2.272727272727273
1219,49,64,81,35,43,43,61,33,1.9090909090909092
1220,80,36,31,27,75,69,39,35,1.9090909090909092
1221,72,28,32,51,45,57,25,42,1.9090909090909092
1222,52,49,51,75,79,32,50,27,2.5454545454545454
1223,39,73,64,35,45,65,54,83,2.909090909090909
1224,31,65,89,51,65,53,86,28,2.772727272727273
1225,62,60,58,38,72,67,54,73,3.590909090909091
1226,78,48,29,56,85,81,37,71,3.5
1227,41,75,54,60,28,20,86,33,2.090909090909091
1228,68,74,82,40,71,51,75,88,4.045454545454546
1229,75,59,78,70,27,83,41,91,3.772727272727273
1230,74,87,25,87,20,82,54,71,3.772727272727273
1231,31,62,35,71,51,57,85,71,3.1363636363636362
1232,25,88,44,72,20,84,50,61,3.0454545454545454
1233,47,52,60,30,28,37,73,67,1.9545454545454546
1234,26,91,73,80,20,31,36,57,2.4545454545454546
1235,88,56,61,31,40,60,86,25,2.5
1236,73,46,79,75,85,38,72,88,3.772727272727273
1237,79,72,37,84,20,47,29,30,2.5454545454545454
1238,90,71,58,65,76,65,33,77,4.318181818181818
1239,34,48,21,75,57,73,58,24,2.272727272727273
1240,66,81,72,49,86,60,21,84,4.090909090909091
1241,25,48,29,66,26,84,25,45,1.8636363636363635
1242,24,45,56,40,63,37,71,37,1.5454545454545454
1243,85,33,25,59,82,28,34,77,2.4545454545454546
1244,20,56,45,71,29,22,79,68,2.1818181818181817
1245,58,90,69,59,87,62,21,45,3.590909090909091
1246,41,29,86,22,41,66,20,73,1.9545454545454546
1247,67,59,80,43,41,34,44,42,2.0
1248,54,61,33,79,47,67,21,27,2.6363636363636362
1249,32,75,76,45,59,81,71,35,2.9545454545454546
1250,87,43,53,41,68,91,73,85,3.409090909090909
1251,37,56,65,38,81,26,47,49,1.9545454545454546
1252,25,41,42,25,84,70,37,22,1.6363636363636365
1253,64,50,45,91,20,51,63,53,2.9545454545454546
1254,31,36,54,60,25,52,79,52,1.8636363636363635
1255,35,54,49,63,67,39,40,75,2.5454545454545454
1256,54,79,27,60,30,23,89,88,2.772727272727273
1257,57,32,69,43,36,86,70,23,1.8181818181818181
1258,64,84,59,86,53,22,53,55,3.3636363636363638
1259,68,67,34,83,66,79,30,39,3.1818181818181817
1260,70,80,67,34,72,83,27,83,4.0
1261,30,23,44,46,29,43,28,77,1.1818181818181819
1262,56,29,57,48,62,34,55,55,2.0454545454545454
1263,34,79,84,44,71,51,68,81,3.4545454545454546
1264,55,64,67,23,44,26,45,90,2.409090909090909
1265,51,90,57,54,54,38,79,40,2.772727272727273
1266,80,48,29,26,91,53,67,72,3.0
1267,54,30,21,50,60,82,46,82,2.8181818181818183
1268,27,71,44,54,82,28,59,73,2.909090909090909
1269,26,25,51,87,76,70,27,35,2.3181818181818183
1270,24,59,55,43,32,23,56,54,1.5
1271,23,47,81,80,60,44,56,40,2.4545454545454546
1272,63,64,47,32,63,57,44,81,3.1363636363636362
1273,31,32,50,70,30,55,58,48,1.7727272727272727
1274,67,57,76,71,83,73,36,64,4.136363636363637
1275,70,52,51,70,73,72,82,56,4.181818181818182
1276,35,45,90,54,85,59,68,33,2.5
1277,69,79,71,63,49,30,78,31,2.9545454545454546
1278,48,52,87,35,47,27,89,74,2.4545454545454546
1279,21,50,35,22,88,67,53,91,2.590909090909091
1280,72,42,85,52,26,27,88,88,2.6363636363636362
1281,60,34,67,84,53,75,43,32,2.727272727272727
1282,64,47,72,64,88,81,49,74,4.045454545454546
1283,43,88,46,87,36,48,39,84,2.8636363636363638
1284,86,91,30,63,91,49,86,71,4.0
1285,44,60,65,32,38,56,86,26,1.8636363636363635
1286,79,91,22,21,45,25,24,55,2.272727272727273
1287,67,87,53,78,83,69,35,86,4.318181818181818
1288,50,59,55,85,53,21,68,65,3.0454545454545454
1289,45,63,52,59,66,40,59,21,2.5
1290,78,84,63,41,36,64,45,62,3.272727272727273
1291,33,21,41,31,44,25,80,44,0.5909090909090909
1292,79,74,49,39,64,55,53,57,3.272727272727273
1293,41,71,73,77,62,51,74,32,3.3636363636363638
1294,49,52,29,46,45,80,25,83,2.727272727272727
1295,52,83,57,29,21,64,32,86,2.8181818181818183
1296,54,84,76,91,23,76,53,68,3.8181818181818183
1297,70,43,53,52,78,60,81,60,3.5454545454545454
1298,90,44,68,85,50,27,59,68,3.0
1299,70,36,90,78,79,31,78,55,3.1363636363636362
1300,87,69,43,88,63,74,58,21,3.5454545454545454
1301,71,71,24,59,72,61,48,53,3.727272727272727
1302,91,89,27,87,57,68,29,65,3.772727272727273
1303,28,65,59,63,48,25,50,50,2.3636363636363638
1304,34,86,28,46,26,68,46,30,1.8181818181818181
1305,76,55,73,55,78,67,32,38,3.3181818181818183
1306,42,87,81,80,30,78,80,66,3.6363636363636362
1307,57,68,65,31,56,34,91,80,2.8181818181818183
1308,27,82,80,91,65,32,47,89,3.3636363636363638
1309,68,86,67,86,23,42,28,29,2.6363636363636362
1310,59,67,49,89,86,90,75,65,4.136363636363637
1311,87,52,35,56,80,79,24,63,3.5454545454545454
1312,42,84,21,57,25,66,25,91,2.6818181818181817
1313,65,20,21,62,56,48,85,20,2.0
1314,39,58,40,87,58,40,76,88,2.772727272727273
1315,29,82,34,51,29,24,29,76,2.0
1316,84,91,50,91,33,76,62,37,3.409090909090909
1317,34,44,37,31,22,42,34,59,0.7272727272727273
1318,84,48,69,80,61,20,79,66,3.409090909090909
1319,90,79,89,74,75,40,33,53,3.9545454545454546
1320,39,67,77,63,49,34,87,74,2.909090909090909
1321,74,90,34,57,38,90,23,37,2.6818181818181817
1322,69,42,82,27,81,50,38,51,2.6818181818181817
1323,72,86,24,55,59,81,52,79,3.909090909090909
1324,89,76,86,79,55,78,46,25,3.909090909090909
1325,39,35,69,73,48,90,59,49,2.409090909090909
1326,83,53,32,78,46,29,71,24,2.409090909090909
1327,72,60,64,62,81,50,42,32,3.4545454545454546
1328,21,45,87,78,50,44,80,77,2.9545454545454546
1329,41,64,84,57,63,39,24,35,2.272727272727273
1330,77,80,28,35,35,87,21,72,2.9545454545454546
1331,79,68,51,57,68,88,57,51,3.8636363636363638
1332,75,32,46,42,77,53,38,76,2.772727272727273
1333,43,78,25,22,71,78,33,86,3.090909090909091
1334,78,71,51,27,38,78,27,70,3.227272727272727
1335,88,23,38,20,80,66,68,61,2.6363636363636362
1336,62,82,38,53,28,23,67,51,2.4545454545454546
1337,22,84,61,82,30,25,37,49,2.227272727272727
1338,36,51,47,75,30,26,42,26,1.4545454545454546
1339,34,33,24,25,28,42,55,66,0.8181818181818182
1340,80,50,74,42,22,65,52,59,2.909090909090909
1341,76,76,53,54,53,33,48,50,3.1818181818181817
1342,75,84,66,69,82,50,35,77,4.2727272727272725
1343,53,20,74,49,73,37,72,53,2.4545454545454546
1344,44,53,79,39,75,62,77,78,3.272727272727273
1345,80,28,59,66,29,42,80,29,1.8636363636363635
1346,75,74,72,23,23,72,28,22,2.727272727272727
1347,23,82,47,65,89,57,57,76,3.5454545454545454
1348,84,29,66,25,29,39,24,64,1.5909090909090908
1349,79,24,56,31,39,37,48,69,1.5909090909090908
1350,64,68,37,36,23,31,63,64,2.0
1351,90,65,37,52,57,80,41,73,3.6363636363636362
1352,24,53,40,49,82,86,53,43,2.5454545454545454
1353,74,31,87,75,90,39,62,30,2.6818181818181817
1354,78,37,45,64,41,34,61,34,1.7272727272727273
1355,69,53,49,66,91,32,78,57,3.1363636363636362
1356,56,85,26,40,54,76,75,75,3.4545454545454546
1357,22,45,42,43,64,24,79,84,2.0454545454545454
1358,64,20,86,55,82,53,69,34,2.6818181818181817
1359,46,38,66,77,76,28,84,52,2.6363636363636362
1360,28,76,69,81,72,32,69,32,2.8181818181818183
1361,63,59,26,64,47,79,66,34,2.772727272727273
1362,80,24,62,59,51,31,30,35,1.8636363636363635
1363,82,57,55,91,80,55,21,44,3.409090909090909
1364,42,75,36,79,35,24,50,77,2.5454545454545454
1365,76,22,71,46,38,82,26,22,2.090909090909091
1366,31,29,34,67,80,89,86,57,2.5454545454545454
1367,37,84,55,68,56,73,21,42,2.9545454545454546
1368,21,56,48,45,53,34,40,91,2.1363636363636362
1369,59,52,89,81,68,89,69,75,4.181818181818182
1370,41,32,60,67,35,32,28,33,1.0454545454545454
1371,86,51,22,70,38,27,75,59,2.5454545454545454
1372,63,28,34,87,83,25,48,84,2.6818181818181817
1373,76,39,36,77,80,73,91,70,3.6363636363636362
1374,24,85,49,56,85,61,69,61,3.4545454545454546
1375,81,47,61,23,81,87,42,51,3.227272727272727
1376,57,67,23,81,67,59,45,72,3.5454545454545454
1377,83,43,90,21,58,76,42,49,2.727272727272727
1378,66,37,58,80,23,87,78,69,2.9545454545454546
1379,29,56,48,20,64,43,70,21,1.6363636363636365
1380,22,23,80,42,53,74,41,46,2.0
1381,78,48,33,26,53,81,88,30,2.3636363636363638
1382,41,58,38,83,54,44,79,48,2.409090909090909
1383,32,88,44,82,31,51,70,56,2.727272727272727
1384,47,78,44,38,84,75,86,80,3.5454545454545454
1385,29,23,27,76,54,50,27,52,1.9090909090909092
1386,53,61,68,33,46,63,69,32,2.5
1387,76,49,32,69,24,34,85,44,1.9545454545454546
1388,26,66,70,80,72,62,31,40,3.227272727272727
1389,80,46,46,63,86,90,49,22,3.227272727272727
1390,80,69,69,59,74,47,29,50,3.5454545454545454
1391,62,84,46,25,37,33,25,74,2.3181818181818183
1392,22,57,74,21,88,70,49,57,2.8636363636363638
1393,43,63,30,21,52,25,37,74,1.9545454545454546
1394,90,40,76,88,35,47,80,88,3.1818181818181817
1395,33,43,47,59,88,24,65,55,2.0454545454545454
1396,72,88,91,26,74,89,84,66,4.181818181818182
1397,31,44,73,43,48,46,70,91,2.227272727272727
1398,23,27,79,31,41,63,59,80,1.9545454545454546
1399,29,69,85,86,33,32,65,62,2.590909090909091
1400,61,33,91,82,38,46,80,42,2.3181818181818183
1401,48,82,42,37,22,58,68,71,2.5454545454545454
1402,58,87,76,29,28,25,23,53,2.1818181818181817
1403,74,22,56,53,61,69,55,86,3.272727272727273
1404,20,36,61,89,85,26,65,67,2.4545454545454546
1405,87,45,56,77,61,44,65,29,2.8636363636363638
1406,40,49,53,36,91,81,60,29,2.3181818181818183
1407,30,69,35,60,45,24,39,86,2.227272727272727
1408,42,83,51,42,62,61,37,20,2.5454545454545454
1409,69,91,33,20,43,49,42,70,2.590909090909091
1410,84,52,32,88,32,65,56,45,2.8636363636363638
1411,88,81,20,82,23,83,49,52,3.4545454545454546
1412,34,90,83,63,86,28,90,88,3.5
1413,87,50,72,65,36,54,82,41,3.0
1414,55,46,89,71,42,36,40,54,2.5
1415,56,83,31,50,29,46,21,67,2.5454545454545454
1416,69,66,72,89,69,45,76,71,4.136363636363637
1417,38,37,77,54,34,40,89,70,1.9090909090909092
1418,85,39,54,89,78,91,33,87,3.6818181818181817
1419,30,78,28,76,23,27,73,47,2.090909090909091
1420,64,78,33,47,29,43,61,68,2.590909090909091
1421,84,27,65,63,71,34,86,67,3.0454545454545454
1422,27,75,29,62,72,63,87,26,2.909090909090909
1423,91,30,40,66,87,78,56,55,3.227272727272727
1424,50,88,86,22,64,76,42,86,3.727272727272727
1425,59,34,43,59,22,52,70,73,2.227272727272727
1426,31,67,43,64,31,85,73,40,2.409090909090909
1427,49,30,30,28,41,28,24,40,0.5454545454545454
1428,57,24,68,79,54,77,59,37,2.6818181818181817
1429,61,28,27,47,75,25,45,54,2.0
1430,20,64,65,41,62,45,41,90,2.772727272727273
1431,30,53,67,91,86,84,59,78,3.772727272727273
1432,25,74,21,70,59,55,51,86,3.227272727272727
1433,59,27,81,91,37,33,82,83,2.4545454545454546
1434,82,55,57,23,33,87,37,78,2.8636363636363638
1435,74,72,48,54,35,64,44,52,3.1818181818181817
1436,61,61,87,38,81,43,42,88,3.272727272727273
1437,66,22,83,72,81,47,56,25,2.772727272727273
1438,69,74,39,56,86,21,90,43,2.909090909090909
1439,89,73,36,70,50,27,82,75,3.590909090909091
1440,25,20,82,24,76,59,71,49,2.0454545454545454
1441,85,24,74,68,61,89,32,73,3.590909090909091
1442,62,58,37,50,77,40,75,40,2.6818181818181817
1443,38,53,56,44,81,82,36,81,3.0
1444,30,64,30,64,65,65,81,33,2.590909090909091
1445,52,65,84,31,91,89,39,88,3.6363636363636362
1446,37,22,23,66,72,56,87,42,2.0
1447,65,46,44,31,86,85,43,32,2.409090909090909
1448,77,44,80,42,23,62,22,78,2.6818181818181817
1449,51,68,54,48,51,71,38,90,3.4545454545454546
1450,27,59,90,32,38,31,31,57,1.4090909090909092
1451,53,31,43,41,80,49,47,66,2.227272727272727
1452,50,65,89,68,20,65,58,22,2.8181818181818183
1453,55,23,47,56,76,59,81,35,2.3181818181818183
1454,49,81,49,28,51,88,76,77,3.3636363636363638
1455,40,90,33,54,72,21,49,39,2.227272727272727
1456,50,41,82,47,77,61,22,59,2.9545454545454546
1457,59,87,62,72,32,32,62,84,3.227272727272727
1458,66,88,32,77,21,30,28,74,2.8181818181818183
1459,51,22,75,56,35,58,66,80,2.5454545454545454
1460,75,39,84,61,34,58,89,24,2.3181818181818183
1461,57,67,77,83,52,75,27,61,3.909090909090909
1462,83,81,90,59,75,73,48,31,3.909090909090909
1463,67,88,40,63,78,88,57,81,4.2727272727272725
1464,83,20,77,54,64,25,86,76,3.0
1465,71,32,49,84,40,33,28,37,1.6818181818181819
1466,35,60,35,84,48,48,64,75,2.8181818181818183
1467,40,37,20,63,23,89,34,53,1.7727272727272727
1468,37,23,51,39,68,39,41,59,1.2727272727272727
1469,36,37,56,50,65,33,74,77,2.1363636363636362
1470,74,42,30,83,64,34,72,36,2.3181818181818183
1471,24,40,77,89,51,60,24,35,2.272727272727273
1472,53,63,67,36,47,24,86,81,2.6818181818181817
1473,47,47,29,31,32,71,59,34,1.4545454545454546
1474,83,50,46,70,79,82,42,37,3.5
1475,21,86,26,69,49,42,42,86,2.590909090909091
1476,43,57,42,48,77,39,52,34,1.8636363636363635
1477,69,50,64,90,35,88,47,85,3.590909090909091
1478,56,25,77,40,88,64,63,70,3.090909090909091
1479,88,84,75,44,53,82,50,50,3.8181818181818183
1480,78,33,83,74,26,20,67,57,2.409090909090909
1481,57,39,30,68,72,72,90,83,3.227272727272727
1482,50,69,68,22,57,74,38,78,3.272727272727273
1483,56,45,38,53,55,70,78,66,3.0454545454545454
1484,85,58,87,53,71,45,68,83,3.909090909090909
1485,87,49,64,76,85,72,20,49,3.727272727272727
1486,68,34,46,37,40,63,56,59,1.9545454545454546
1487,29,78,34,37,32,31,54,57,1.4545454545454546
1488,75,39,82,62,68,35,79,28,2.4545454545454546
1489,91,66,36,46,52,42,29,78,2.909090909090909
1490,58,42,79,24,28,31,56,80,1.8636363636363635
1491,83,40,23,76,56,72,82,59,3.272727272727273
1492,51,39,31,59,46,89,51,77,2.590909090909091
1493,60,24,22,88,80,32,39,36,1.9090909090909092
1494,55,79,62,57,88,53,89,30,3.409090909090909
1495,68,69,34,57,40,27,22,60,2.3636363636363638
1496,51,51,32,38,45,35,31,62,1.7727272727272727
1497,42,76,63,26,84,40,80,30,2.4545454545454546
1498,49,57,23,53,40,40,38,64,2.0454545454545454
1499,62,39,65,67,51,65,20,40,2.5454545454545454
1500,42,82,46,27,62,23,33,70,2.4545454545454546
1501,58,34,54,81,66,82,48,68,3.227272727272727
1502,28,61,22,54,29,91,69,54,2.409090909090909
1503,58,58,52,50,21,45,45,68,2.5454545454545454
1504,37,83,64,46,28,33,38,38,1.5454545454545454
1505,46,38,25,83,66,53,75,88,2.8181818181818183
1506,86,30,62,47,72,51,32,67,2.9545454545454546
1507,26,65,27,31,38,76,27,77,2.090909090909091
1508,22,62,29,57,72,36,41,64,2.409090909090909
1509,27,67,76,75,49,65,78,86,3.590909090909091
1510,77,70,82,87,80,50,56,40,4.090909090909091
1511,32,53,66,53,20,33,84,85,2.227272727272727
1512,20,50,50,41,71,54,48,79,2.8181818181818183
1513,22,37,47,59,29,56,30,91,1.6818181818181819
1514,27,45,49,76,78,56,86,32,2.5454545454545454
1515,21,27,62,34,28,25,34,61,0.9090909090909091
1516,30,41,68,56,53,74,37,51,2.4545454545454546
1517,82,74,60,71,57,79,76,74,4.636363636363637
1518,60,20,68,64,75,23,83,21,2.3636363636363638
1519,71,21,46,52,80,56,90,39,2.590909090909091
1520,69,29,84,35,73,36,38,60,2.227272727272727
1521,40,47,71,24,21,39,30,86,1.6363636363636365
1522,65,71,47,31,24,20,86,21,1.8636363636363635
1523,40,85,81,36,62,82,90,32,2.9545454545454546
1524,36,52,21,41,60,84,56,67,2.590909090909091
1525,53,56,83,77,30,88,63,57,3.3636363636363638
1526,62,64,36,48,61,24,38,62,2.6363636363636362
1527,49,53,50,57,76,61,47,52,3.227272727272727
1528,72,75,89,72,90,49,34,74,4.363636363636363
1529,34,24,91,54,52,53,23,86,2.3636363636363638
1530,70,48,44,60,55,60,65,74,3.5
1531,58,63,66,80,33,47,81,63,3.227272727272727
1532,56,29,78,87,65,53,86,91,3.409090909090909
1533,49,49,87,81,82,59,23,62,3.409090909090909
1534,66,88,52,77,75,74,70,91,4.681818181818182
1535,69,34,80,47,56,67,20,51,2.6363636363636362
1536,58,38,63,71,37,80,84,33,2.3636363636363638
1537,90,46,23,58,29,80,52,50,2.6818181818181817
1538,28,78,66,75,63,49,49,28,2.8636363636363638
1539,91,45,48,57,40,75,38,48,2.727272727272727
1540,27,60,31,24,46,48,22,75,1.9545454545454546
1541,25,55,48,88,86,86,47,60,3.409090909090909
1542,75,29,41,35,50,45,51,26,1.5909090909090908
1543,71,80,90,76,91,49,23,33,3.6818181818181817
1544,44,62,34,79,80,30,53,77,3.0454545454545454
1545,21,39,35,73,86,43,52,75,2.3181818181818183
1546,38,57,55,59,47,28,51,46,1.9090909090909092
1547,76,84,84,55,27,20,65,78,3.3181818181818183
1548,32,71,54,53,50,77,57,62,3.3636363636363638
1549,45,57,66,65,63,81,54,53,3.5
1550,28,45,86,37,81,74,30,61,2.727272727272727
1551,85,81,24,33,90,79,26,90,3.6363636363636362
1552,63,48,39,33,31,59,90,47,1.8181818181818181
1553,37,64,24,37,83,30,30,25,1.4090909090909092
1554,58,80,73,50,76,53,59,32,3.409090909090909
1555,77,59,45,43,33,38,71,24,1.7727272727272727
1556,34,40,65,91,84,72,71,90,3.5
1557,91,37,50,81,76,80,45,89,3.772727272727273
1558,79,34,58,57,84,51,55,81,3.272727272727273
1559,81,72,78,21,77,51,31,34,3.1363636363636362
1560,53,45,52,29,59,90,85,83,3.0454545454545454
1561,63,53,76,82,21,52,67,41,2.9545454545454546
1562,46,90,52,33,49,62,56,35,2.409090909090909
1563,25,47,59,31,37,89,39,76,2.0
1564,45,20,59,54,48,25,28,59,1.6363636363636365
1565,87,44,33,60,27,87,84,87,3.0
1566,27,87,35,50,91,84,31,88,3.3636363636363638
1567,64,35,69,71,66,47,53,72,3.227272727272727
1568,23,80,53,22,58,52,86,70,2.909090909090909
1569,34,20,54,67,38,61,52,42,1.6363636363636365
1570,22,52,85,72,36,51,32,80,2.772727272727273
1571,55,67,38,63,52,82,62,23,2.9545454545454546
1572,72,35,59,56,67,72,61,37,2.772727272727273
1573,50,67,58,43,86,42,71,29,2.590909090909091
1574,28,21,69,90,57,71,91,31,2.3636363636363638
1575,36,44,33,90,36,60,36,37,1.4090909090909092
1576,38,90,51,51,76,57,64,22,2.8636363636363638
1577,63,85,62,91,74,56,65,32,3.772727272727273
1578,66,54,63,89,80,44,86,56,3.590909090909091
1579,46,55,79,53,31,38,36,51,2.090909090909091
1580,75,25,33,42,85,45,89,71,2.6818181818181817
1581,42,54,55,71,21,47,91,89,2.8181818181818183
1582,44,37,53,46,59,77,84,41,2.1363636363636362
1583,61,79,43,88,26,72,90,87,3.8181818181818183
1584,81,87,49,55,84,29,31,54,3.272727272727273
1585,31,91,64,76,28,62,81,39,2.727272727272727
1586,89,37,41,86,24,58,52,35,2.0
1587,45,28,21,50,66,59,24,26,1.6363636363636365
1588,48,48,82,60,47,86,70,47,3.090909090909091
1589,24,86,75,22,24,40,47,24,1.5909090909090908
1590,75,38,35,74,31,88,22,56,2.4545454545454546
1591,68,85,45,47,57,61,49,88,3.6363636363636362
1592,34,47,72,55,26,42,67,66,2.090909090909091
1593,25,77,84,73,30,91,34,24,2.727272727272727
1594,24,27,82,22,77,74,62,23,2.0
1595,80,38,27,31,51,78,70,26,2.0
1596,88,53,53,48,30,65,74,79,3.227272727272727
1597,61,55,79,68,66,52,72,50,3.6818181818181817
1598,63,20,67,47,36,81,35,61,2.409090909090909
1599,81,42,83,56,51,86,26,51,3.227272727272727
1600,35,50,64,21,82,47,40,41,2.0454545454545454
1601,45,43,40,42,64,66,63,86,2.6363636363636362
1602,69,76,21,73,52,29,66,29,2.727272727272727
1603,29,69,63,80,21,68,45,35,2.409090909090909
1604,72,67,85,83,67,40,82,77,4.136363636363637
1605,56,50,30,36,60,75,44,31,2.227272727272727
1606,34,73,33,47,35,62,70,55,2.3636363636363638
1607,66,42,61,42,39,90,45,77,2.6818181818181817
1608,71,89,43,48,63,90,90,42,3.5454545454545454
1609,66,71,39,81,59,72,25,57,3.6363636363636362
1610,52,50,58,43,43,55,62,24,2.090909090909091
1611,56,25,82,86,45,87,69,73,3.3636363636363638
1612,80,91,23,50,51,38,24,36,2.409090909090909
1613,79,61,34,77,57,56,67,70,3.772727272727273
1614,21,63,87,49,79,84,55,29,2.9545454545454546
1615,36,39,46,29,55,90,82,78,2.1818181818181817
1616,81,80,72,43,37,89,80,60,3.6363636363636362
1617,74,25,81,34,51,38,70,26,1.7727272727272727
1618,83,44,65,24,75,75,87,69,3.3636363636363638
1619,70,80,32,39,43,63,70,41,2.6363636363636362
1620,29,35,35,25,54,59,85,72,1.7272727272727273
1621,58,63,53,36,46,53,78,85,3.0
1622,27,36,57,78,39,63,75,37,1.7272727272727273
1623,65,34,25,83,81,65,46,75,3.227272727272727
1624,50,60,71,71,21,24,48,63,2.909090909090909
1625,40,82,39,43,36,24,79,49,1.6818181818181819
1626,50,56,36,69,81,48,77,48,2.9545454545454546
1627,22,67,74,24,69,80,20,90,3.090909090909091
1628,47,83,45,61,81,33,27,82,3.272727272727273
1629,22,88,61,40,38,66,45,88,2.727272727272727
1630,51,54,63,58,71,25,90,70,3.3181818181818183
1631,61,79,48,77,34,47,56,87,3.409090909090909
1632,42,24,40,42,23,78,37,46,1.3181818181818181
1633,74,20,34,69,24,64,48,78,2.5454545454545454
1634,36,53,55,84,61,22,48,41,2.272727272727273
1635,41,49,82,83,45,84,85,55,3.227272727272727
1636,86,91,54,46,90,72,65,89,4.363636363636363
1637,46,79,56,47,78,80,77,70,4.0
1638,22,88,35,55,55,73,41,82,3.1363636363636362
1639,47,73,45,68,62,37,25,51,2.8636363636363638
1640,27,43,78,20,33,28,79,33,0.8636363636363636
1641,62,82,37,71,28,40,46,65,2.909090909090909
1642,72,40,23,26,40,35,65,71,1.8636363636363635
1643,22,26,25,60,42,90,36,60,1.9090909090909092
1644,79,75,45,29,80,79,41,73,3.8636363636363638
1645,70,65,41,79,76,48,39,32,3.1363636363636362
1646,23,41,31,48,41,43,46,85,1.5
1647,53,54,72,37,60,51,61,20,2.5454545454545454
1648,73,44,61,42,48,44,74,79,2.6818181818181817
1649,63,75,47,55,56,84,49,88,3.909090909090909
1650,34,47,24,38,29,84,59,44,1.3181818181818181
1651,91,41,25,59,88,54,30,82,3.0454545454545454
1652,34,38,20,20,51,53,84,68,1.5909090909090908
1653,81,46,42,82,36,57,80,41,2.590909090909091
1654,91,69,34,88,38,87,35,21,2.772727272727273
1655,36,37,26,67,20,64,85,47,1.5909090909090908
1656,79,90,51,44,84,26,24,82,3.3636363636363638
1657,75,37,86,57,28,81,51,27,2.3636363636363638
1658,56,76,73,85,44,58,29,77,3.6818181818181817
1659,74,53,56,32,38,67,39,78,2.727272727272727
1660,67,88,25,32,37,37,39,81,2.1363636363636362
1661,44,47,34,56,58,49,46,49,1.9545454545454546
1662,38,52,69,78,48,57,73,91,3.1818181818181817
1663,34,41,20,32,57,31,23,45,0.8636363636363636
1664,65,91,84,78,71,31,86,69,4.045454545454546
1665,81,64,73,91,28,73,29,43,3.3636363636363638
1666,22,77,50,72,43,81,85,77,3.590909090909091
1667,91,71,36,56,68,74,59,88,4.045454545454546
1668,69,53,69,21,88,24,65,61,2.8636363636363638
1669,20,48,89,61,51,76,38,21,2.4545454545454546
1670,78,58,81,53,50,37,70,24,2.727272727272727
1671,32,35,49,39,59,32,40,53,1.0454545454545454
1672,87,40,70,49,64,58,39,26,2.5454545454545454
1673,57,61,58,29,90,48,90,70,3.272727272727273
1674,84,74,34,62,83,32,70,45,3.3181818181818183
1675,43,75,44,75,84,71,44,32,3.227272727272727
1676,48,40,38,31,85,58,90,78,2.4545454545454546
1677,36,62,45,45,55,33,36,67,2.1363636363636362
1678,30,75,40,90,50,31,63,81,2.9545454545454546
1679,55,85,73,73,66,31,68,87,3.8636363636363638
1680,34,62,43,86,41,34,39,87,2.3181818181818183
1681,63,51,86,43,85,67,40,29,2.9545454545454546
1682,51,90,86,44,30,32,30,73,2.590909090909091
1683,28,74,33,49,81,78,77,90,3.4545454545454546
1684,83,78,58,55,83,55,60,80,4.2272727272727275
1685,43,58,80,66,89,91,64,26,3.227272727272727
1686,79,66,81,46,63,80,50,75,4.181818181818182
1687,35,43,34,70,25,38,57,50,1.4090909090909092
1688,46,24,47,82,56,45,41,89,2.5454545454545454
1689,21,20,48,30,80,72,56,58,2.090909090909091
1690,24,54,91,39,45,67,27,36,1.8181818181818181
1691,91,91,54,22,33,44,41,23,2.0454545454545454
1692,41,90,90,61,91,90,45,51,3.909090909090909
1693,33,29,37,41,83,35,79,30,1.0454545454545454
1694,51,22,51,28,33,58,36,91,1.7727272727272727
1695,34,29,64,67,73,72,68,29,2.4545454545454546
1696,44,53,87,34,64,20,64,89,2.5454545454545454
1697,35,69,52,23,34,57,91,65,2.1818181818181817
1698,38,47,89,64,90,88,68,28,2.909090909090909
1699,59,67,33,39,62,72,85,54,3.0
1700,25,39,30,73,38,68,30,30,1.2272727272727273
1701,29,63,52,81,75,32,75,46,2.8636363636363638
1702,87,33,26,49,34,53,65,23,1.5454545454545454
1703,89,58,50,38,78,91,71,81,3.772727272727273
1704,51,39,35,44,56,53,85,27,1.5909090909090908
1705,56,69,41,26,88,41,66,26,2.227272727272727
1706,36,87,58,20,71,25,25,63,2.409090909090909
1707,64,30,38,85,87,80,77,66,3.3636363636363638
1708,20,51,62,56,32,71,23,22,2.0
1709,71,53,22,37,70,23,44,46,2.227272727272727
1710,42,74,71,31,70,62,59,70,3.5454545454545454
1711,38,43,63,78,20,47,50,29,1.6363636363636365
1712,41,21,37,63,81,72,36,28,2.0454545454545454
1713,86,32,50,90,24,75,63,26,2.5
1714,50,75,44,75,23,48,63,83,3.227272727272727
1715,33,65,80,33,32,30,49,66,1.8181818181818181
1716,54,81,72,47,27,67,23,66,3.1363636363636362
1717,61,63,79,70,72,35,70,84,4.0
1718,39,78,59,21,47,85,23,50,2.5454545454545454
1719,40,30,81,50,52,27,54,86,2.227272727272727
1720,90,22,50,79,71,43,71,72,3.3636363636363638
1721,35,53,34,30,20,73,31,20,1.2272727272727273
