,CHE 201,MTH 201,MEE 203,MEE 205,CSC 201,EEE 203,EEE 291,MSE 201,gpa
529,69,31,50,21,28,27,90,73,1.7272727272727273
530,36,83,28,35,43,51,70,43,1.8181818181818181
531,23,78,90,79,28,89,25,37,2.727272727272727
532,51,76,87,34,43,23,49,47,2.272727272727273
533,44,76,70,24,64,30,76,43,2.409090909090909
534,50,72,41,39,41,75,26,28,2.227272727272727
535,74,61,73,53,87,69,87,23,3.727272727272727
536,91,85,30,41,33,24,29,41,1.8636363636363635
537,29,82,52,24,78,55,91,87,3.1818181818181817
538,21,63,56,37,73,84,79,70,3.272727272727273
539,77,41,24,72,32,37,61,48,2.0
540,71,83,52,51,58,53,22,59,3.5
541,75,77,31,67,22,77,35,60,3.3636363636363638
542,77,69,57,74,41,75,50,50,3.727272727272727
543,62,85,91,70,77,68,90,88,4.7272727272727275
544,60,69,48,61,84,72,91,44,3.727272727272727
545,64,87,23,39,70,74,66,53,3.409090909090909
546,45,81,22,89,73,63,49,35,3.1818181818181817
547,38,54,30,27,36,26,29,79,1.2272727272727273
548,24,58,36,65,81,82,48,66,3.090909090909091
549,54,22,91,28,30,25,60,45,1.3181818181818181
550,30,84,75,52,37,70,33,37,2.4545454545454546
551,36,41,28,85,49,41,59,78,2.090909090909091
552,78,88,67,91,88,70,29,89,4.681818181818182
553,69,22,37,24,45,61,34,67,1.9090909090909092
554,37,35,35,48,46,25,62,62,1.2727272727272727
555,83,90,55,58,45,70,21,50,3.6363636363636362
556,72,84,59,89,42,83,84,53,4.0
557,44,49,25,63,43,43,78,66,2.090909090909091
558,45,86,49,29,47,86,38,23,2.3181818181818183
559,21,56,46,30,45,45,90,89,2.1818181818181817
560,65,23,54,89,66,52,44,36,2.5
561,65,66,88,62,86,35,29,38,2.9545454545454546
562,53,32,72,67,42,72,50,60,2.909090909090909
563,49,57,81,44,47,47,64,58,2.5454545454545454
564,25,39,27,47,28,50,25,29,0.6818181818181818
565,52,82,42,34,67,45,52,54,2.772727272727273
566,88,76,80,79,21,87,88,57,4.045454545454546
567,55,52,73,44,52,54,76,29,2.590909090909091
568,43,40,20,57,80,29,67,49,1.8636363636363635
569,79,46,43,84,86,27,66,79,3.3636363636363638
570,54,29,36,76,44,76,55,49,2.3181818181818183
571,47,43,45,85,80,30,83,37,2.227272727272727
572,80,55,34,87,42,70,75,60,3.5
573,26,49,27,71,83,70,52,20,2.5454545454545454
574,62,91,30,43,72,24,39,32,2.272727272727273
575,77,74,90,91,29,35,69,22,2.909090909090909
576,37,87,32,67,79,85,69,21,3.0
577,52,27,45,21,56,20,55,85,1.8181818181818181
578,22,21,42,27,57,79,87,47,1.6818181818181819
579,56,41,65,54,21,23,48,66,2.0
580,55,72,76,76,23,48,76,22,2.9545454545454546
581,90,70,22,88,87,81,46,49,4.0
582,42,61,45,73,48,76,70,85,3.590909090909091
583,34,48,57,26,55,79,60,40,2.0454545454545454
584,88,57,74,72,75,65,37,21,3.590909090909091
585,32,47,52,42,85,73,41,91,2.8636363636363638
586,71,87,86,65,51,33,79,63,3.772727272727273
587,84,58,74,86,58,20,60,50,3.3636363636363638
588,44,30,78,31,88,63,51,68,2.5
589,84,86,30,91,39,77,52,57,3.5
590,43,75,79,90,36,47,60,37,2.6363636363636362
591,43,54,54,39,65,44,53,88,2.4545454545454546
592,27,82,46,45,39,57,27,56,2.1818181818181817
593,22,40,27,22,71,22,44,46,1.1818181818181819
594,54,82,26,87,27,67,47,83,3.3181818181818183
595,69,81,46,65,88,54,53,83,4.090909090909091
596,31,35,84,35,48,86,36,44,1.5454545454545454
597,85,28,63,88,84,72,51,43,3.3636363636363638
598,56,61,23,42,31,70,28,77,2.6363636363636362
599,36,20,27,82,23,65,83,39,1.4545454545454546
600,47,80,22,42,21,67,67,31,2.0454545454545454
601,43,82,48,58,69,83,49,32,2.9545454545454546
602,43,83,28,25,87,42,31,86,2.5454545454545454
603,67,62,82,62,40,51,78,51,3.4545454545454546
604,78,58,78,22,34,89,54,83,3.1818181818181817
605,34,57,61,73,40,27,49,70,2.5
606,48,79,91,61,22,56,29,27,2.590909090909091
607,53,38,54,73,25,76,46,33,2.1363636363636362
608,69,73,21,62,27,45,75,74,3.1818181818181817
609,69,44,84,35,39,69,86,29,1.9545454545454546
610,37,74,53,68,85,42,77,23,2.772727272727273
611,29,44,30,27,34,56,71,69,1.3636363636363635
612,42,90,34,23,87,22,20,21,1.7272727272727273
613,44,79,64,61,29,63,76,63,3.272727272727273
614,80,44,76,38,40,68,66,25,2.1818181818181817
615,28,53,57,90,47,33,48,89,2.5454545454545454
616,87,71,41,85,60,56,69,51,3.909090909090909
617,54,85,73,31,71,63,91,68,3.772727272727273
618,37,32,71,72,90,68,47,40,2.590909090909091
619,50,72,64,79,51,80,89,90,4.363636363636363
620,29,73,65,49,69,57,91,77,3.409090909090909
621,48,66,33,24,77,22,68,27,1.8636363636363635
622,56,47,30,74,84,77,47,58,3.3181818181818183
623,26,25,71,38,82,54,39,24,1.5454545454545454
624,60,73,55,24,48,55,33,30,2.409090909090909
625,42,85,49,38,64,42,61,29,2.090909090909091
626,29,56,57,62,67,53,42,29,2.3636363636363638
627,86,77,84,66,66,60,87,77,4.590909090909091
628,62,74,29,21,62,61,91,63,3.3181818181818183
629,45,77,32,91,79,31,21,32,2.5454545454545454
630,22,90,72,81,43,82,41,44,3.0454545454545454
631,53,74,83,35,60,62,56,35,3.0
632,45,84,40,66,37,34,73,83,2.727272727272727
633,72,81,23,27,74,51,36,31,2.6818181818181817
634,40,78,46,51,87,55,41,65,3.3181818181818183
635,57,45,38,23,61,22,32,36,1.3181818181818181
636,31,30,49,35,63,52,45,25,1.2272727272727273
637,26,21,52,63,45,43,90,47,1.7272727272727273
638,64,24,23,41,68,20,83,86,2.1363636363636362
639,26,71,52,30,30,21,55,69,1.8636363636363635
640,40,36,30,65,69,35,25,74,1.9090909090909092
641,82,56,57,35,41,74,26,45,2.590909090909091
642,60,32,55,72,25,24,73,69,2.272727272727273
643,85,20,20,42,29,60,79,84,2.272727272727273
644,44,66,65,43,77,53,75,36,2.6818181818181817
645,44,39,84,37,27,20,42,44,0.7727272727272727
646,23,58,50,79,37,85,44,88,2.909090909090909
647,56,47,35,41,79,23,84,78,2.5
648,90,81,64,25,79,56,53,41,3.3181818181818183
649,23,58,52,21,77,63,47,43,2.272727272727273
650,85,70,26,87,41,79,27,64,3.6363636363636362
651,75,36,43,51,75,34,85,64,2.6363636363636362
652,87,35,67,53,53,33,29,54,2.272727272727273
653,47,87,72,72,29,82,33,82,3.6818181818181817
654,28,46,40,89,58,65,33,20,2.090909090909091
655,38,81,68,33,76,65,36,65,3.0454545454545454
656,31,72,84,66,88,66,50,42,3.409090909090909
657,52,53,64,20,66,64,63,52,3.0
658,44,60,40,43,40,27,54,68,1.9090909090909092
659,65,65,91,53,30,51,76,23,2.772727272727273
660,58,57,77,41,85,48,72,80,3.409090909090909
661,59,20,72,64,69,80,28,47,2.909090909090909
662,37,45,67,21,20,84,53,22,1.5454545454545454
663,21,87,90,41,20,88,85,58,2.8181818181818183
664,44,64,68,53,76,35,59,22,2.4545454545454546
665,64,84,30,59,69,87,50,58,3.6363636363636362
666,71,77,24,73,40,86,84,77,4.0
667,89,89,69,76,73,81,72,91,4.909090909090909
668,55,91,87,45,27,78,40,32,2.772727272727273
669,34,27,87,44,53,84,83,61,2.4545454545454546
670,49,65,60,31,85,91,25,62,3.272727272727273
671,56,40,32,64,54,26,83,37,1.7727272727272727
672,58,36,21,21,49,81,89,44,1.7272727272727273
673,44,86,83,39,88,30,77,73,3.090909090909091
674,62,27,87,58,84,90,29,48,3.0454545454545454
675,33,27,41,55,69,27,52,22,1.1818181818181819
676,81,35,74,30,75,81,50,83,3.3181818181818183
677,51,74,72,37,44,36,88,41,2.272727272727273
678,54,24,68,35,49,88,23,25,1.7272727272727273
679,66,78,56,78,43,46,80,79,3.727272727272727
680,85,77,22,91,84,78,80,87,4.545454545454546
681,31,85,39,64,58,90,64,20,2.727272727272727
682,65,23,49,91,70,37,29,81,2.772727272727273
683,65,70,76,61,47,55,36,68,3.6818181818181817
684,36,76,49,64,50,44,75,61,2.9545454545454546
685,78,41,83,21,26,88,42,64,2.590909090909091
686,30,71,55,59,69,81,64,52,3.409090909090909
687,81,85,27,37,53,43,45,49,2.5
688,73,88,88,66,73,73,44,26,4.0
689,23,26,43,34,26,66,81,55,1.2727272727272727
690,20,90,43,54,48,36,54,42,1.9545454545454546
691,51,20,42,69,71,63,77,32,2.5
692,45,44,33,63,74,66,39,83,2.909090909090909
693,72,82,62,58,91,42,81,26,3.409090909090909
694,44,79,77,38,21,88,33,22,2.1818181818181817
695,55,45,86,79,79,37,64,67,3.3181818181818183
696,49,77,53,28,46,41,41,88,2.590909090909091
697,55,67,54,53,25,72,46,82,3.272727272727273
698,40,53,72,45,65,72,56,56,3.1818181818181817
699,28,78,91,27,71,67,21,21,2.590909090909091
700,56,44,90,83,58,90,72,23,3.0454545454545454
701,68,38,25,83,58,88,28,29,2.3181818181818183
702,34,30,76,28,78,57,36,27,1.5454545454545454
703,29,77,63,89,88,75,78,56,3.9545454545454546
704,59,25,26,59,64,45,88,27,1.8636363636363635
705,88,41,76,21,59,55,77,54,2.772727272727273
706,26,41,70,43,69,89,32,40,2.1363636363636362
707,88,83,55,25,42,39,56,71,2.8181818181818183
708,50,81,78,88,32,46,50,33,2.8636363636363638
709,80,26,30,64,41,67,81,42,2.272727272727273
710,23,66,26,68,20,59,47,61,2.3181818181818183
711,38,71,45,78,36,63,80,57,2.9545454545454546
712,73,79,85,65,66,73,22,90,4.5
713,59,90,37,76,36,76,30,76,3.3636363636363638
714,74,91,60,48,29,49,40,46,2.8181818181818183
715,38,85,28,50,52,74,31,48,2.6818181818181817
716,46,45,70,82,63,37,38,89,3.0
717,73,67,43,43,48,32,68,89,2.772727272727273
718,24,60,53,44,63,76,72,82,3.272727272727273
719,48,89,60,54,86,89,43,61,3.909090909090909
720,85,82,89,78,21,48,45,82,3.772727272727273
721,58,55,85,69,31,52,48,27,2.4545454545454546
722,58,63,90,61,54,39,65,60,3.272727272727273
723,65,23,87,56,64,25,42,66,2.5454545454545454
724,59,39,81,21,33,88,56,23,1.6818181818181819
725,61,65,91,48,29,70,59,55,3.227272727272727
726,41,39,69,51,62,35,72,76,2.3636363636363638
727,42,25,50,29,28,75,86,69,1.8636363636363635
728,80,79,49,67,65,20,47,21,2.9545454545454546
729,61,31,86,43,26,25,55,75,1.9545454545454546
730,76,53,21,54,68,63,47,64,3.3636363636363638
731,34,38,54,33,57,42,61,91,1.6818181818181819
732,30,43,90,45,32,85,46,64,2.227272727272727
733,53,78,26,86,78,77,76,37,3.590909090909091
734,65,66,47,64,83,38,73,79,3.590909090909091
735,79,29,71,77,46,21,25,89,2.772727272727273
736,51,91,61,34,29,58,24,39,2.090909090909091
737,72,76,21,64,28,58,54,32,2.6818181818181817
738,22,29,48,63,81,53,67,67,2.5454545454545454
739,45,63,86,52,81,40,23,50,3.090909090909091
740,52,64,36,22,29,69,88,36,1.9090909090909092
741,74,62,51,31,47,25,20,28,1.9545454545454546
742,20,36,42,46,88,43,27,55,1.5909090909090908
743,59,38,48,25,69,73,82,60,2.590909090909091
744,42,28,82,75,70,46,74,22,2.4545454545454546
745,74,26,33,78,67,90,25,46,2.8636363636363638
746,25,44,90,60,73,22,77,74,2.772727272727273
747,86,82,36,79,32,29,33,51,2.6818181818181817
748,24,81,70,58,45,36,31,86,2.727272727272727
749,67,58,69,83,69,84,66,51,3.9545454545454546
750,59,36,81,22,90,84,72,47,2.727272727272727
751,25,62,49,72,29,50,26,61,2.5454545454545454
752,39,41,68,28,25,83,71,35,1.4545454545454546
753,58,64,53,36,77,40,36,78,2.909090909090909
754,68,75,62,52,66,71,84,88,4.363636363636363
755,37,90,30,26,32,53,70,81,2.227272727272727
756,63,35,67,88,65,25,23,29,2.1363636363636362
757,72,66,79,77,88,38,36,83,3.909090909090909
758,29,25,90,39,43,24,44,86,1.3181818181818181
759,23,73,61,24,39,85,83,21,2.1818181818181817
760,71,46,64,41,31,27,40,32,1.5909090909090908
761,91,84,66,66,45,75,78,30,3.6818181818181817
762,45,22,26,60,47,52,42,23,1.5454545454545454
763,34,37,69,27,61,80,88,91,2.5
764,26,79,39,80,57,57,91,70,3.3181818181818183
765,40,55,35,66,42,43,79,36,1.7272727272727273
766,82,32,42,90,38,83,51,23,2.272727272727273
767,43,50,64,75,47,63,90,31,2.772727272727273
768,21,70,77,62,74,80,41,72,4.0
769,64,65,38,34,26,74,51,63,2.6363636363636362
770,75,31,49,77,76,44,41,41,2.5454545454545454
771,86,48,67,84,64,50,91,72,3.9545454545454546
772,71,68,50,46,29,33,25,20,1.9545454545454546
773,49,34,33,79,80,46,62,73,2.772727272727273
774,55,75,31,50,67,25,42,47,2.590909090909091
775,86,70,32,47,78,28,78,71,3.4545454545454546
776,44,84,58,57,32,71,75,71,3.3181818181818183
777,45,80,42,35,78,46,69,82,3.090909090909091
778,60,72,38,55,90,33,21,70,3.227272727272727
779,29,55,76,52,50,49,33,29,2.090909090909091
780,35,77,74,57,29,34,76,62,2.5454545454545454
781,42,59,45,23,26,47,64,28,1.3181818181818181
782,67,56,45,24,40,62,69,43,2.272727272727273
783,79,26,67,23,86,57,77,67,2.909090909090909
784,31,27,47,52,91,79,90,71,2.8636363636363638
785,76,52,30,90,28,65,21,31,2.4545454545454546
786,44,59,42,47,51,87,54,56,2.6818181818181817
787,89,43,68,54,88,35,83,54,2.9545454545454546
788,71,32,75,79,42,36,77,42,2.3181818181818183
789,81,87,52,50,31,27,34,81,2.9545454545454546
790,60,90,58,60,34,54,20,27,2.6818181818181817
791,33,35,48,67,34,20,48,38,0.8181818181818182
792,77,87,86,86,46,78,29,89,4.363636363636363
793,62,45,59,58,55,68,52,35,2.6818181818181817
794,78,51,86,46,63,29,85,21,2.727272727272727
795,91,67,41,68,86,79,34,26,3.409090909090909
796,71,76,32,35,68,60,79,50,3.3181818181818183
797,88,28,33,68,39,64,91,66,2.5454545454545454
798,91,40,55,33,84,46,35,79,2.772727272727273
799,86,77,70,66,23,49,20,52,3.272727272727273
800,46,57,60,35,69,91,74,36,2.6363636363636362
801,75,72,89,78,68,27,67,52,3.8636363636363638
802,75,31,36,53,31,83,71,21,2.0
803,21,51,59,35,35,87,73,67,2.272727272727273
804,42,24,43,84,58,41,59,20,1.5909090909090908
805,20,57,50,66,75,48,37,79,3.0
806,29,30,60,28,63,69,52,35,1.5909090909090908
807,50,72,45,66,28,46,39,71,3.0
808,52,91,91,74,74,73,91,73,4.7272727272727275
809,31,71,89,86,72,47,46,90,3.772727272727273
810,32,90,31,35,62,62,46,59,2.5
811,28,81,47,68,62,52,46,64,3.227272727272727
812,41,20,21,55,26,86,77,22,1.4545454545454546
813,80,83,66,56,40,21,22,24,2.5
814,74,48,31,83,45,53,26,24,2.409090909090909
815,86,71,38,66,20,30,61,91,3.0
816,31,54,30,36,42,79,85,49,1.8636363636363635
817,42,32,49,40,51,82,59,72,2.3636363636363638
818,70,68,52,81,49,34,52,66,3.3181818181818183
819,57,66,27,88,44,27,33,83,2.6363636363636362
820,47,83,24,20,29,33,78,43,1.5454545454545454
821,58,32,64,88,44,78,28,69,2.8181818181818183
822,20,29,90,54,29,22,82,28,1.0909090909090908
823,88,31,87,85,69,37,66,55,2.9545454545454546
824,58,35,71,51,71,52,59,64,3.0454545454545454
825,75,56,50,33,51,32,53,83,2.727272727272727
826,65,50,79,68,73,77,53,26,3.590909090909091
827,82,81,36,59,30,90,37,90,3.3636363636363638
828,37,57,51,68,48,23,81,64,2.409090909090909
829,22,32,48,22,24,69,84,61,1.5
830,37,38,78,71,71,46,45,69,2.727272727272727
831,38,76,24,33,86,34,21,44,1.7272727272727273
832,63,39,35,65,91,32,55,22,1.9090909090909092
833,61,75,25,84,46,56,49,41,3.0454545454545454
834,32,23,49,54,51,78,73,58,2.3181818181818183
835,84,48,55,69,44,30,72,90,2.909090909090909
836,48,62,83,72,23,42,83,77,3.1818181818181817
837,40,88,46,75,66,70,86,86,4.045454545454546
838,44,79,51,52,33,23,78,34,1.9545454545454546
839,48,37,56,57,41,55,47,86,2.272727272727273
840,69,49,91,36,37,56,81,90,2.6818181818181817
841,62,27,78,24,56,78,37,30,2.090909090909091
842,88,36,21,43,76,28,78,53,2.1363636363636362
843,37,71,60,35,37,43,21,90,2.090909090909091
844,70,68,39,79,46,60,73,67,3.6818181818181817
845,91,57,64,51,31,81,76,35,2.909090909090909
846,49,21,40,74,42,22,79,80,2.090909090909091
847,81,90,63,61,59,72,48,21,3.6818181818181817
848,41,34,60,38,71,32,58,70,2.0
849,65,31,81,41,87,73,78,30,2.727272727272727
850,73,65,91,36,91,41,58,52,3.227272727272727
851,67,47,38,24,56,69,72,43,2.227272727272727
852,70,67,20,77,83,27,85,70,3.6818181818181817
853,52,60,29,47,87,64,88,31,2.8636363636363638
854,44,44,76,39,54,26,66,42,1.5
855,65,25,37,88,34,65,25,37,1.7727272727272727
856,77,23,49,23,75,22,69,34,1.7272727272727273
857,77,72,20,24,70,59,80,87,3.590909090909091
858,55,87,76,67,60,43,36,70,3.6818181818181817
859,64,80,38,69,87,37,70,52,3.3181818181818183
860,76,72,24,65,41,35,29,53,2.6818181818181817
861,36,67,72,85,73,82,38,40,3.3636363636363638
862,22,27,82,64,22,30,82,89,1.9090909090909092
863,89,54,60,65,23,69,68,23,2.8636363636363638
864,70,34,49,69,77,59,58,72,3.3181818181818183
865,91,64,65,61,70,59,28,91,4.090909090909091
866,74,28,90,40,91,33,88,87,2.8636363636363638
867,51,45,73,76,25,73,47,22,2.6818181818181817
868,37,35,24,61,87,51,42,82,2.3636363636363638
869,34,89,85,69,32,89,59,66,3.272727272727273
870,88,27,89,58,62,84,72,83,3.6818181818181817
871,29,64,53,89,84,55,86,37,3.0
872,33,82,36,42,82,29,35,73,2.409090909090909
873,67,50,49,42,29,73,40,74,2.8181818181818183
874,37,57,46,39,63,82,31,55,2.3636363636363638
875,85,65,43,81,56,45,47,37,2.9545454545454546
876,67,56,81,28,59,41,79,29,2.3181818181818183
877,73,34,56,84,47,55,58,86,3.1363636363636362
878,56,53,75,82,71,78,44,88,4.181818181818182
879,76,41,74,77,65,40,71,22,2.909090909090909
880,54,50,24,35,39,89,55,76,2.4545454545454546
881,45,42,44,81,69,22,53,49,2.1818181818181817
882,45,28,88,26,80,24,86,47,1.9090909090909092
883,69,26,81,24,76,26,57,33,1.8181818181818181
884,36,60,66,65,66,37,22,39,2.1818181818181817
885,35,45,63,47,62,43,32,39,1.6818181818181819
886,69,90,82,58,90,51,23,21,3.409090909090909
887,63,23,24,65,39,30,58,20,1.2272727272727273
888,56,31,29,87,71,81,81,60,3.227272727272727
889,32,78,33,50,46,28,86,35,1.8181818181818181
890,43,20,88,42,83,25,50,52,1.9545454545454546
891,73,61,31,47,27,64,46,83,3.0
892,62,76,30,66,68,76,24,70,3.909090909090909
893,65,74,31,42,29,43,71,59,2.3636363636363638
894,37,23,26,51,28,58,82,83,1.7272727272727273
895,60,27,51,88,43,89,54,81,3.1363636363636362
896,50,33,48,52,84,44,84,81,2.727272727272727
897,84,83,58,74,46,61,64,90,4.2272727272727275
898,63,72,53,21,89,65,72,48,3.4545454545454546
899,62,57,57,88,67,70,74,43,3.6363636363636362
900,49,38,82,70,28,41,38,90,2.227272727272727
901,87,28,82,36,50,52,85,73,2.8636363636363638
902,63,61,35,76,70,84,82,80,4.2272727272727275
903,32,60,56,88,74,51,60,43,3.090909090909091
904,67,40,68,54,91,67,91,63,3.5
905,87,32,28,47,38,25,47,80,1.7272727272727273
906,73,81,79,58,71,54,39,47,3.8181818181818183
907,82,60,75,44,82,21,32,78,3.3636363636363638
908,49,69,27,72,51,76,68,58,3.3636363636363638
909,57,32,31,62,39,36,40,54,1.4090909090909092
910,75,88,77,20,36,26,83,67,2.8181818181818183
911,85,39,46,55,62,66,78,55,3.0
912,65,76,82,61,31,88,65,63,3.8636363636363638
913,30,73,30,43,85,82,20,58,2.8181818181818183
914,89,77,74,77,71,55,60,73,4.681818181818182
915,62,27,87,53,91,78,23,69,3.3181818181818183
916,35,31,75,64,60,69,20,61,2.6363636363636362
917,75,50,39,27,76,73,32,58,3.0
918,35,42,77,65,66,29,39,80,2.409090909090909
919,31,31,23,80,84,28,89,30,1.5909090909090908
920,25,63,66,88,73,82,73,64,3.909090909090909
921,77,62,72,41,73,67,28,81,3.909090909090909
922,51,30,63,21,57,53,48,59,2.090909090909091
923,57,31,63,61,70,69,50,84,3.3636363636363638
924,44,45,35,40,78,52,26,61,2.272727272727273
925,85,80,86,72,20,44,42,56,3.3181818181818183
926,78,50,64,82,65,66,68,49,3.8181818181818183
927,69,76,21,83,86,67,49,88,4.136363636363637
928,64,41,75,47,20,75,85,52,2.772727272727273
929,83,29,21,80,74,30,21,53,2.4545454545454546
930,65,25,29,76,90,82,85,49,3.090909090909091
931,46,83,73,68,88,47,21,22,3.1363636363636362
932,43,35,51,89,35,69,83,67,2.409090909090909
933,25,28,31,57,32,50,35,49,1.0909090909090908
934,21,49,38,57,89,85,28,76,2.8181818181818183
935,61,32,89,88,75,50,79,66,3.5454545454545454
936,37,29,81,27,73,61,57,89,2.5
937,23,45,40,87,20,78,57,66,2.5
938,87,84,72,51,77,41,81,36,3.5
939,89,87,83,40,51,64,58,87,3.9545454545454546
940,35,35,62,60,54,89,62,73,2.8636363636363638
941,26,78,29,84,61,60,69,46,3.1363636363636362
942,43,28,47,73,52,51,59,88,2.6363636363636362
943,30,83,25,72,37,78,64,64,3.0
944,75,25,53,83,33,34,36,23,1.6363636363636365
945,54,84,47,36,87,28,78,47,2.6818181818181817
946,21,90,86,54,32,46,22,60,2.590909090909091
947,67,65,49,84,76,63,87,90,4.2727272727272725
948,84,46,72,72,90,28,27,43,3.0
949,55,56,24,32,83,28,25,67,2.1818181818181817
950,35,35,51,90,31,89,60,33,1.8181818181818181
951,65,37,88,42,40,87,48,43,2.1818181818181817
952,29,42,83,83,29,87,57,81,2.8181818181818183
953,74,61,23,72,60,69,87,61,3.9545454545454546
954,30,34,28,83,38,31,30,30,0.6818181818181818
955,48,36,52,41,31,35,60,59,1.2727272727272727
956,58,88,26,41,50,61,75,20,2.6363636363636362
957,88,70,71,69,71,77,45,84,4.7272727272727275
958,88,62,27,47,41,48,50,54,2.6363636363636362
959,64,48,52,35,60,50,77,21,2.3636363636363638
960,61,56,32,53,63,68,46,88,3.3636363636363638
961,38,31,68,89,50,76,71,56,2.772727272727273
962,63,35,87,45,85,83,83,75,3.5454545454545454
963,23,20,64,37,58,45,26,40,1.1818181818181819
964,87,77,42,52,38,64,78,85,3.5454545454545454
965,29,72,30,91,41,75,21,79,3.090909090909091
966,58,48,77,45,27,20,71,52,2.1363636363636362
967,70,72,70,35,50,70,23,21,3.1363636363636362
968,31,26,30,86,42,46,70,62,1.8636363636363635
969,77,34,53,64,48,30,33,42,1.9090909090909092
970,85,78,40,27,78,84,29,80,3.727272727272727
971,30,26,67,20,91,61,88,56,2.227272727272727
972,80,24,68,85,30,79,49,67,3.0454545454545454
973,68,74,75,50,82,78,21,21,3.6818181818181817
974,33,66,91,34,44,70,41,37,2.0454545454545454
975,39,38,33,54,73,26,25,91,1.7727272727272727
976,53,43,83,48,83,90,68,91,3.5454545454545454
977,75,30,52,32,38,68,47,20,1.5909090909090908
978,23,83,75,90,23,72,45,80,3.5
979,31,51,58,80,79,79,37,34,2.8636363636363638
980,64,44,47,35,71,86,30,65,2.8181818181818183
981,54,45,26,88,61,57,88,58,3.0454545454545454
982,43,45,90,66,83,71,24,89,3.5454545454545454
983,58,65,57,24,37,91,62,38,2.272727272727273
984,45,62,44,38,80,57,43,53,2.6363636363636362
985,22,68,64,78,24,77,31,42,2.590909090909091
986,29,56,43,81,66,67,57,52,2.9545454545454546
987,85,32,58,74,43,34,80,75,2.6818181818181817
988,47,45,85,87,67,32,44,21,2.3636363636363638
989,23,29,66,57,24,24,70,72,1.6818181818181819
990,26,31,26,38,89,74,35,70,2.0454545454545454
991,86,40,68,80,75,47,23,77,3.5454545454545454
992,37,82,36,71,40,47,86,78,2.909090909090909
993,56,85,43,87,66,72,49,57,3.8181818181818183
994,21,46,61,85,43,88,59,58,2.772727272727273
995,57,34,86,30,78,70,25,53,2.6363636363636362
996,63,54,53,78,53,86,81,31,3.3636363636363638
997,23,30,58,87,39,90,86,63,2.409090909090909
998,43,80,27,80,70,73,43,36,3.1363636363636362
999,59,35,86,48,68,78,81,84,3.272727272727273
